@relation 'EmailRelation-weka.filters.unsupervised.attribute.Remove-R5-6,17-18,21-22-weka.filters.supervised.instance.Resample-B0.0-S1-Z15.0-weka.filters.unsupervised.attribute.Remove-R4,14-16'

@attribute alphaCount numeric
@attribute alphaNumCount numeric
@attribute alphaWordCount numeric
@attribute charSeq1 numeric
@attribute charSeq2 numeric
@attribute charSeq3 numeric
@attribute charSeq4 numeric
@attribute charSeq5 numeric
@attribute charSeq6 numeric
@attribute charSeq7 numeric
@attribute charSeq8 numeric
@attribute charSeq9 numeric
@attribute numberCount numeric
@attribute whiteSpaceCount numeric
@attribute spam {SPAM,NOTSPAM}

@data
0.71759,0.740721,0.915309,0.022801,0.078176,0.09772,0.094463,0.09772,0.029316,0.061889,0.04886,0.029316,0.140065,0.211942,SPAM
0.708155,0.716738,0.918919,0.054054,0.189189,0.162162,0.189189,0.054054,0.054054,0.162162,0.054054,0,0.054054,0.218884,SPAM
0.800944,0.804091,0.946078,0.009804,0.068627,0.083333,0.112745,0.098039,0.053922,0.083333,0.044118,0.039216,0.019608,0.177813,SPAM
0.746609,0.765721,0.928826,0.014235,0.074733,0.081851,0.092527,0.05694,0.064057,0.074733,0.039146,0.035587,0.11032,0.203453,SPAM
0.75,0.766667,0.869565,0.086957,0.086957,0.173913,0.217391,0.086957,0.043478,0.043478,0,0.086957,0.086957,0.208333,SPAM
0.688525,0.721311,0.7,0.3,0,0.1,0.1,0.1,0.1,0.2,0,0.1,0.2,0.213115,SPAM
0.737529,0.775057,0.870968,0.016129,0.045161,0.06129,0.053226,0.062903,0.064516,0.051613,0.048387,0.030645,0.264516,0.183295,SPAM
0.797784,0.822715,0.930233,0,0.046512,0.116279,0.046512,0.139535,0.069767,0.093023,0.162791,0.186047,0.209302,0.146814,SPAM
0.721939,0.757653,0.914286,0.028571,0.142857,0.1,0.214286,0.114286,0.1,0.071429,0.028571,0,0.2,0.209184,SPAM
0.71057,0.769295,0.921875,0.010417,0.083333,0.130208,0.145833,0.083333,0.041667,0.098958,0.041667,0.046875,0.364583,0.19547,SPAM
0.730424,0.75353,0.877285,0.049608,0.05483,0.08094,0.104439,0.067885,0.052219,0.08094,0.028721,0.033943,0.140992,0.204964,SPAM
0.755669,0.760059,0.908714,0.037344,0.06639,0.062241,0.13278,0.074689,0.062241,0.070539,0.024896,0.016598,0.024896,0.207754,SPAM
0.683002,0.725881,0.853448,0.060345,0.155172,0.146552,0.155172,0.086207,0.094828,0.068966,0.043103,0.017241,0.241379,0.225115,SPAM
0.733333,0.733333,0.857143,0.142857,0,0.142857,0.285714,0,0.142857,0.142857,0.142857,0,0,0.2,SPAM
0.743243,0.751351,0.95935,0.01626,0.081301,0.121951,0.186992,0.04878,0.04878,0.073171,0.03252,0.03252,0.04878,0.206757,SPAM
0.819797,0.819797,1,0,0.015625,0.015625,0.046875,0.859375,0,0.046875,0,0,0,0.170051,SPAM
0.790664,0.800146,0.94709,0.015873,0.042328,0.111111,0.095238,0.137566,0.100529,0.10582,0.111111,0.05291,0.068783,0.16849,SPAM
0.744388,0.773353,0.857143,0.054622,0.079832,0.079832,0.113445,0.063025,0.042017,0.058824,0.042017,0.033613,0.168067,0.199131,SPAM
0.791874,0.803762,0.939106,0.009515,0.028544,0.035205,0.0647,0.059943,0.045671,0.058991,0.047574,0.044719,0.075167,0.177126,SPAM
0.777648,0.784669,0.968421,0.010526,0.073684,0.073684,0.115789,0.038596,0.05614,0.080702,0.059649,0.014035,0.042105,0.190755,SPAM
0.70954,0.765758,0.850136,0.016349,0.070845,0.06267,0.084469,0.046322,0.049046,0.059946,0.046322,0.029973,0.359673,0.19506,SPAM
0.702703,0.738739,0.772727,0.136364,0.045455,0.181818,0.090909,0.227273,0,0.090909,0.045455,0,0.181818,0.225225,SPAM
0.775801,0.781732,0.944056,0.034965,0.076923,0.104895,0.160839,0.097902,0.090909,0.06993,0.013986,0.027972,0.034965,0.193357,SPAM
0.480519,0.519481,0.7,0.2,0,0.1,0.2,0.1,0.1,0.1,0.1,0,0.3,0.298701,SPAM
0.722798,0.727979,0.864865,0.067568,0.135135,0.162162,0.175676,0.040541,0.108108,0.027027,0.027027,0.054054,0.027027,0.23057,SPAM
0.724658,0.732877,0.95,0.008333,0.116667,0.108333,0.225,0.108333,0.091667,0.025,0.033333,0.058333,0.05,0.215068,SPAM
0.813953,0.823148,0.971774,0.004032,0.044355,0.068548,0.048387,0.153226,0.129032,0.165323,0.165323,0.141129,0.068548,0.155219,SPAM
0.748899,0.751101,0.973684,0.026316,0.092105,0.144737,0.210526,0.092105,0.078947,0.065789,0.026316,0.013158,0.013158,0.207048,SPAM
0.719831,0.74346,0.8125,0.067308,0.081731,0.105769,0.149038,0.086538,0.086538,0.0625,0.057692,0.019231,0.134615,0.216034,SPAM
0.818182,0.818182,0.97561,0.02439,0.121951,0.073171,0.170732,0.146341,0.146341,0.146341,0,0.04878,0,0.160839,SPAM
0.825203,0.841463,0.944444,0,0.166667,0.083333,0.138889,0.055556,0.138889,0.083333,0.055556,0.055556,0.111111,0.150407,SPAM
0.819853,0.819853,0.978261,0.021739,0.152174,0.130435,0.173913,0.086957,0.043478,0.152174,0.043478,0.021739,0,0.172794,SPAM
0.802083,0.802083,1,0,0.125,0.125,0.3125,0.0625,0.1875,0.0625,0.0625,0.0625,0,0.177083,SPAM
0.826667,0.826667,1,0,0.083333,0.25,0.083333,0.083333,0.166667,0.166667,0.166667,0,0,0.16,SPAM
0.75,0.75,1,0,0.0625,0.270833,0.145833,0.083333,0.020833,0.104167,0.020833,0.020833,0,0.210145,SPAM
0.710798,0.747887,0.858382,0.034682,0.069364,0.083815,0.104046,0.080925,0.063584,0.075145,0.026012,0.026012,0.228324,0.207042,SPAM
0.65,0.683333,0.933333,0,0.066667,0.133333,0.166667,0.033333,0.033333,0.033333,0.066667,0,0.2,0.238889,SPAM
0.77192,0.77192,0.988142,0.007905,0.023715,0.051383,0.071146,0.043478,0.067194,0.059289,0.067194,0.047431,0,0.181818,NOTSPAM
0.553191,0.670213,0.75,0.0625,0,0.375,0.125,0.125,0,0.0625,0.0625,0,0.6875,0.244681,NOTSPAM
0.349057,0.769392,0.360656,0.038251,0.071038,0.15847,0.180328,0.043716,0.174863,0.038251,0.021858,0.010929,2.191257,0.210692,NOTSPAM
0.712788,0.731656,0.927711,0.012048,0.116466,0.092369,0.096386,0.060241,0.052209,0.048193,0.012048,0.024096,0.108434,0.220825,NOTSPAM
0.556604,0.688679,0.7,0.1,0.15,0.3,0.1,0.05,0,0.15,0,0,0.7,0.245283,NOTSPAM
0.719472,0.792079,0.82,0.02,0.1,0.12,0.06,0.1,0.02,0.04,0.02,0.04,0.44,0.184818,NOTSPAM
0.662055,0.703557,0.891566,0.012048,0.168675,0.180723,0.180723,0.108434,0.084337,0.060241,0.036145,0.024096,0.253012,0.229249,NOTSPAM
0.666125,0.724614,0.86036,0.022523,0.103604,0.103604,0.094595,0.081081,0.058559,0.067568,0.018018,0.022523,0.324324,0.227457,NOTSPAM
0.586538,0.701923,0.75,0,0.0625,0.3125,0.1875,0,0,0.0625,0.125,0,0.75,0.221154,NOTSPAM
0.758117,0.777597,0.910714,0.053571,0.107143,0.116071,0.169643,0.053571,0.0625,0.0625,0.035714,0.026786,0.107143,0.201299,NOTSPAM
0.737008,0.738583,0.933884,0.024793,0.115702,0.14876,0.247934,0.049587,0.057851,0.066116,0.024793,0,0.008264,0.225197,NOTSPAM
0.665335,0.704296,0.905325,0.017751,0.12426,0.088757,0.12426,0.047337,0.059172,0.053254,0.029586,0.017751,0.230769,0.231768,NOTSPAM
0.73125,0.76625,0.864286,0.057143,0.1,0.092857,0.142857,0.085714,0.057143,0.028571,0.064286,0.035714,0.2,0.20375,NOTSPAM
0.609442,0.67382,0.780488,0.097561,0.121951,0.292683,0.146341,0.02439,0.02439,0.04878,0.097561,0.02439,0.365854,0.248927,NOTSPAM
0.782301,0.789381,0.9375,0.03125,0.104167,0.114583,0.1875,0.041667,0.052083,0.0625,0.052083,0.041667,0.041667,0.189381,NOTSPAM
0.700546,0.745566,0.872,0.028,0.08,0.096,0.096,0.076,0.076,0.052,0.04,0.02,0.264,0.212142,NOTSPAM
0.71564,0.750395,0.895652,0.043478,0.156522,0.147826,0.13913,0.078261,0.078261,0.052174,0.043478,0.034783,0.191304,0.21485,NOTSPAM
0.61305,0.672989,0.820513,0.025641,0.119658,0.128205,0.106838,0.059829,0.034188,0.021368,0.021368,0.025641,0.337607,0.251897,NOTSPAM
0.621201,0.660999,0.861233,0.017621,0.066079,0.055066,0.066079,0.059471,0.048458,0.030837,0.019824,0.008811,0.242291,0.251447,NOTSPAM
0.782383,0.803109,0.896552,0.068966,0.103448,0.103448,0.068966,0.034483,0.103448,0.068966,0.068966,0.068966,0.137931,0.170984,NOTSPAM
0.646557,0.686776,0.856031,0.023346,0.120623,0.050584,0.116732,0.035019,0.058366,0.042802,0.007782,0.011673,0.256809,0.234613,NOTSPAM
0.745513,0.753627,0.922173,0.01909,0.048458,0.045521,0.071953,0.0558,0.042584,0.044053,0.041116,0.022026,0.048458,0.206786,NOTSPAM
0.498403,0.498403,1,0,0.071429,0.142857,0.178571,0.178571,0.035714,0.107143,0.035714,0,0,0.29393,NOTSPAM
0.711921,0.711921,0.931034,0.034483,0.189655,0.137931,0.172414,0.034483,0.017241,0.086207,0,0.017241,0,0.238411,NOTSPAM
0.673222,0.711044,0.830508,0.050847,0.169492,0.118644,0.09322,0.033898,0.067797,0.050847,0.033898,0.025424,0.211864,0.23298,NOTSPAM
0.521277,0.648936,0.75,0,0.0625,0.375,0.25,0,0,0.0625,0.0625,0,0.75,0.255319,NOTSPAM
0.557627,0.601695,0.85,0.0125,0.175,0.1125,0.075,0.0625,0.0625,0.1,0.0375,0.0375,0.325,0.266102,NOTSPAM
0.535747,0.628054,0.702381,0.065476,0.130952,0.107143,0.065476,0.029762,0.047619,0.029762,0.035714,0.041667,0.607143,0.261538,NOTSPAM
0.471282,0.564123,0.717949,0.035897,0.128205,0.123077,0.071795,0.087179,0.030769,0.035897,0.005128,0.025641,0.605128,0.294256,NOTSPAM
0.769752,0.784801,0.940887,0.019704,0.049261,0.073892,0.128079,0.083744,0.073892,0.093596,0.054187,0.034483,0.098522,0.183597,NOTSPAM
0.580645,0.642229,0.804598,0.022989,0.16092,0.103448,0.103448,0.103448,0.034483,0.068966,0.057471,0.022989,0.482759,0.241935,NOTSPAM
0.628763,0.73913,0.734694,0.061224,0.061224,0.163265,0.163265,0.142857,0.142857,0.081633,0,0.020408,0.673469,0.210702,NOTSPAM
0.674847,0.736196,0.813953,0.069767,0.104651,0.174419,0.081395,0.081395,0.05814,0.05814,0.05814,0,0.348837,0.218814,NOTSPAM
0.420323,0.484988,0.732143,0.053571,0.214286,0.107143,0.071429,0.071429,0.035714,0.017857,0.035714,0.035714,0.5,0.321016,NOTSPAM
0.558628,0.639381,0.8,0.027586,0.165517,0.089655,0.096552,0.075862,0.062069,0.068966,0.02069,0.013793,0.503448,0.259956,NOTSPAM
0.764249,0.772021,0.953846,0.030769,0.138462,0.123077,0.184615,0.061538,0.076923,0.092308,0.046154,0.030769,0.046154,0.196891,NOTSPAM
0.606308,0.716121,0.725352,0.035211,0.133803,0.140845,0.105634,0.056338,0.105634,0.077465,0.014085,0.014085,0.661972,0.224299,NOTSPAM
0.393305,0.686192,0.391304,0.108696,0.108696,0.086957,0.23913,0.043478,0.086957,0.043478,0,0.043478,1.521739,0.251046,NOTSPAM
0.542553,0.670213,0.75,0,0.0625,0.375,0.1875,0,0.0625,0.0625,0.0625,0,0.75,0.244681,NOTSPAM
0.610465,0.72093,0.757576,0.121212,0.151515,0.151515,0.121212,0.121212,0.151515,0.060606,0,0,0.575758,0.232558,NOTSPAM
0.599222,0.680934,0.78022,0.054945,0.153846,0.10989,0.087912,0.065934,0.065934,0.054945,0,0,0.461538,0.247082,NOTSPAM
0.809236,0.810746,0.96371,0.010081,0.046371,0.056452,0.064516,0.072581,0.044355,0.060484,0.042339,0.052419,0.010081,0.169333,NOTSPAM
0.658042,0.72028,0.814346,0.042194,0.101266,0.084388,0.113924,0.067511,0.059072,0.037975,0.029536,0.042194,0.375527,0.222378,NOTSPAM
0.791667,0.791667,1,0,0.076923,0.153846,0.076923,0.230769,0.076923,0.076923,0.230769,0,0,0.166667,NOTSPAM
0.556701,0.680412,0.75,0,0.0625,0.375,0.1875,0,0,0.0625,0.0625,0.0625,0.75,0.237113,NOTSPAM
0.672316,0.713748,0.87574,0.029586,0.136095,0.071006,0.112426,0.059172,0.047337,0.065089,0.023669,0.017751,0.260355,0.222222,NOTSPAM
0.511628,0.666667,0.666667,0.041667,0.166667,0.25,0.083333,0.083333,0.041667,0.083333,0,0,0.833333,0.255814,NOTSPAM
0.632099,0.740741,0.680556,0.069444,0.097222,0.111111,0.041667,0.083333,0.013889,0.041667,0.013889,0.027778,0.611111,0.217284,NOTSPAM
0.761905,0.77193,0.969697,0.015152,0.166667,0.121212,0.166667,0.121212,0.060606,0.106061,0.030303,0.045455,0.060606,0.195489,NOTSPAM
0.790476,0.790476,0.963303,0.018349,0.091743,0.082569,0.165138,0.06422,0.073394,0.045872,0.027523,0.036697,0,0.190476,NOTSPAM
0.592417,0.691943,0.753086,0.049383,0.17284,0.135802,0.123457,0.08642,0.074074,0.037037,0,0,0.518519,0.248815,NOTSPAM
0.541745,0.632722,0.769802,0.022277,0.081683,0.056931,0.074257,0.039604,0.044554,0.034653,0.024752,0.019802,0.601485,0.259079,NOTSPAM
0.72089,0.734589,0.894977,0.045662,0.105023,0.082192,0.127854,0.109589,0.03653,0.03653,0.03653,0.027397,0.073059,0.226027,NOTSPAM
0.671739,0.721739,0.821656,0.044586,0.133758,0.10828,0.10828,0.089172,0.063694,0.038217,0.019108,0.012739,0.292994,0.223913,NOTSPAM
0.553191,0.670213,0.75,0.0625,0,0.375,0.125,0.125,0,0.0625,0.0625,0,0.6875,0.244681,NOTSPAM
0.613262,0.690692,0.791444,0.024064,0.069519,0.088235,0.112299,0.048128,0.061497,0.034759,0.013369,0.040107,0.502674,0.231466,NOTSPAM
0.716578,0.759358,0.861111,0.083333,0.166667,0.111111,0.166667,0.027778,0.138889,0.055556,0.027778,0.027778,0.222222,0.213904,NOTSPAM
0.6,0.690411,0.727273,0.121212,0.136364,0.151515,0.166667,0.045455,0.121212,0.060606,0.015152,0.030303,0.5,0.243836,NOTSPAM
0.537736,0.643868,0.714286,0.014286,0.257143,0.185714,0.057143,0.114286,0.042857,0.071429,0,0.014286,0.642857,0.259434,NOTSPAM
0.711712,0.738739,0.878505,0.028037,0.130841,0.121495,0.074766,0.11215,0.056075,0.074766,0.046729,0.018692,0.168224,0.21021,NOTSPAM
0.539167,0.595625,0.783186,0.030973,0.115044,0.075221,0.075221,0.048673,0.026549,0.039823,0.017699,0.004425,0.353982,0.281581,NOTSPAM
0.720307,0.727969,0.977273,0,0.136364,0.204545,0.090909,0.113636,0.159091,0.045455,0,0,0.045455,0.218391,NOTSPAM
0.560801,0.662375,0.741007,0.05036,0.151079,0.107914,0.100719,0.043165,0.057554,0.014388,0.007194,0,0.510791,0.267525,NOTSPAM
0.405263,0.473684,0.744681,0.021277,0.255319,0.106383,0.106383,0.042553,0,0.042553,0.021277,0.042553,0.553191,0.323684,NOTSPAM
0.559913,0.641612,0.769737,0.026316,0.151316,0.078947,0.144737,0.078947,0.039474,0.032895,0,0.013158,0.493421,0.261438,NOTSPAM
0.591864,0.64678,0.850877,0.017544,0.109649,0.061404,0.096491,0.078947,0.070175,0.039474,0.017544,0.02193,0.355263,0.253559,NOTSPAM
0.73716,0.770393,0.836364,0.072727,0.127273,0.072727,0.054545,0.054545,0.090909,0.036364,0.090909,0.054545,0.2,0.196375,NOTSPAM
0.582317,0.710366,0.637931,0.086207,0.137931,0.12069,0.12069,0.051724,0.034483,0.034483,0.068966,0.034483,0.724138,0.231707,NOTSPAM
0.686777,0.686777,0.87037,0.037037,0.087963,0.092593,0.138889,0.083333,0.069444,0.064815,0.032407,0.018519,0,0.245455,NOTSPAM
0.670455,0.693182,0.833333,0.055556,0.388889,0,0.222222,0.055556,0,0.111111,0.055556,0,0.111111,0.25,NOTSPAM
0.602592,0.696544,0.813433,0.052239,0.08209,0.089552,0.08209,0.044776,0.156716,0.044776,0.007463,0.037313,0.649254,0.223542,NOTSPAM
0.75,0.75,0.927928,0.018018,0.135135,0.162162,0.18018,0.072072,0.045045,0.045045,0.018018,0.018018,0,0.229167,NOTSPAM
0.772727,0.772727,0.936508,0.047619,0.095238,0.174603,0.142857,0.095238,0.031746,0.047619,0.015873,0.015873,0,0.201705,NOTSPAM
0.547368,0.673684,0.75,0,0.0625,0.375,0.125,0.125,0,0.0625,0.0625,0,0.75,0.242105,NOTSPAM
0.769719,0.777879,0.947059,0.029412,0.058824,0.064706,0.117647,0.070588,0.041176,0.088235,0.041176,0.011765,0.052941,0.18767,NOTSPAM
0.781698,0.781698,0.944785,0.01227,0.079755,0.092025,0.116564,0.07362,0.055215,0.06135,0.02454,0.03681,0,0.198456,NOTSPAM
0.705479,0.705479,0.965517,0.017241,0.103448,0.103448,0.198276,0.112069,0.043103,0.051724,0.051724,0.060345,0,0.226027,NOTSPAM
0.43722,0.515695,0.737705,0.016393,0.229508,0.180328,0.065574,0.032787,0.032787,0.032787,0.032787,0.032787,0.57377,0.309417,NOTSPAM
0.785088,0.789474,0.948718,0.051282,0.153846,0.102564,0.153846,0.153846,0.025641,0.102564,0,0.051282,0.025641,0.188596,NOTSPAM
0.719588,0.756701,0.894118,0,0.211765,0.117647,0.117647,0.082353,0.047059,0.070588,0.047059,0.035294,0.211765,0.208247,NOTSPAM
0.72409,0.754902,0.905172,0.025862,0.077586,0.077586,0.068966,0.12931,0.103448,0.034483,0.086207,0.025862,0.189655,0.203081,NOTSPAM
0.669798,0.693459,0.899554,0.017857,0.064732,0.058036,0.0625,0.058036,0.051339,0.049107,0.037946,0.022321,0.151786,0.231037,NOTSPAM
0.744331,0.755669,0.92375,0.0175,0.0375,0.04375,0.08125,0.06125,0.0525,0.0425,0.0425,0.025,0.06375,0.210983,NOTSPAM
0.514647,0.643808,0.572,0.064,0.08,0.084,0.104,0.056,0.08,0.036,0.02,0.032,0.776,0.260985,NOTSPAM
0.565217,0.673913,0.8,0,0,0.4,0.133333,0.133333,0,0.066667,0.066667,0,0.666667,0.23913,NOTSPAM
0.72089,0.734589,0.894977,0.045662,0.105023,0.082192,0.127854,0.109589,0.03653,0.03653,0.03653,0.027397,0.073059,0.226027,NOTSPAM
0.704918,0.754098,0.861111,0.055556,0.222222,0.083333,0.166667,0,0.111111,0.083333,0,0.027778,0.25,0.218579,NOTSPAM
0.599853,0.654919,0.7897,0.055794,0.11588,0.085837,0.124464,0.051502,0.038627,0.021459,0.021459,0.030043,0.321888,0.257709,NOTSPAM
0.556701,0.680412,0.75,0,0.0625,0.375,0.125,0.0625,0,0.125,0.0625,0,0.75,0.237113,NOTSPAM
0.433036,0.447545,0.816327,0.102041,0.122449,0.102041,0.163265,0.061224,0.040816,0.061224,0.071429,0.020408,0.132653,0.330357,NOTSPAM
0.539419,0.670124,0.701923,0.048077,0.086538,0.105769,0.105769,0.038462,0.086538,0.009615,0,0,0.605769,0.271784,NOTSPAM
0.796935,0.796935,0.956522,0.043478,0.086957,0.152174,0.152174,0.086957,0.108696,0.086957,0.043478,0.043478,0,0.187739,NOTSPAM
0.56701,0.680412,0.75,0.0625,0,0.375,0.125,0.0625,0,0.0625,0.125,0,0.6875,0.237113,NOTSPAM
0.733333,0.766667,0.818182,0.090909,0.181818,0.272727,0.090909,0,0.090909,0.181818,0.090909,0,0.181818,0.2,NOTSPAM
0.692053,0.758278,0.903846,0,0.076923,0.115385,0.269231,0.076923,0.076923,0.076923,0.057692,0,0.384615,0.205298,NOTSPAM
0.533898,0.644068,0.684211,0.157895,0,0.263158,0.157895,0.052632,0,0.105263,0.105263,0,0.684211,0.254237,NOTSPAM
0.796935,0.796935,0.956522,0.043478,0.086957,0.152174,0.152174,0.086957,0.108696,0.086957,0.043478,0.043478,0,0.187739,NOTSPAM
0.703371,0.759551,0.824324,0.040541,0.216216,0.094595,0.067568,0.054054,0.067568,0.094595,0.027027,0.054054,0.337838,0.202247,NOTSPAM
0.735287,0.771559,0.898827,0.017595,0.036657,0.064516,0.105572,0.058651,0.049853,0.048387,0.036657,0.029326,0.221408,0.196012,NOTSPAM
0.695914,0.718687,0.899408,0.027613,0.055227,0.057199,0.110454,0.074951,0.063116,0.047337,0.035503,0.011834,0.134122,0.225385,NOTSPAM
0.677932,0.719682,0.875,0.05,0.1125,0.0875,0.175,0.0625,0.1,0.05,0.025,0,0.2625,0.218688,NOTSPAM
0.690265,0.725664,0.902439,0,0.195122,0.195122,0.097561,0.04878,0.073171,0.121951,0,0.02439,0.195122,0.225664,NOTSPAM
0.605,0.725,0.725,0.1,0.1,0.2,0.2,0.075,0.05,0.075,0,0,0.6,0.235,NOTSPAM
0.566038,0.679245,0.764706,0,0.058824,0.352941,0.117647,0.117647,0,0.058824,0.117647,0,0.705882,0.235849,NOTSPAM
0.397906,0.471204,0.714286,0.040816,0.265306,0.102041,0.081633,0.040816,0,0.040816,0.020408,0.040816,0.571429,0.327225,NOTSPAM
0.763736,0.771978,0.926471,0.044118,0.132353,0.132353,0.161765,0.102941,0.058824,0.088235,0.029412,0.029412,0.044118,0.206044,NOTSPAM
0.579208,0.742574,0.645161,0.064516,0,0.193548,0.129032,0.16129,0.096774,0.096774,0,0.032258,1.064516,0.20297,NOTSPAM
0.726602,0.750425,0.912621,0.029126,0.074434,0.07767,0.100324,0.084142,0.05178,0.058252,0.055016,0.016181,0.135922,0.212138,NOTSPAM
0.508366,0.635779,0.691176,0.029412,0.205882,0.169118,0.088235,0.080882,0.029412,0.066176,0.007353,0.014706,0.727941,0.268983,NOTSPAM
0.533333,0.685714,0.666667,0,0.166667,0.333333,0.111111,0.111111,0,0.111111,0.055556,0,0.888889,0.238095,NOTSPAM
0.716049,0.749228,0.882883,0.022523,0.099099,0.063063,0.112613,0.058559,0.072072,0.045045,0.045045,0.013514,0.193694,0.210648,NOTSPAM
0.738558,0.759631,0.911007,0.025761,0.06089,0.070258,0.100703,0.058548,0.056206,0.0726,0.06089,0.023419,0.149883,0.190319,NOTSPAM
0.737557,0.737557,0.926829,0.073171,0.097561,0.073171,0.243902,0.02439,0.04878,0.073171,0,0.02439,0,0.221719,NOTSPAM
0.64557,0.721519,0.866667,0,0.266667,0.2,0.266667,0.133333,0,0.133333,0,0,0.4,0.227848,NOTSPAM
0.792683,0.794377,0.971888,0.006024,0.034137,0.042169,0.052209,0.038153,0.052209,0.042169,0.028112,0.012048,0.01004,0.186992,NOTSPAM
0.742092,0.766423,0.958904,0.013699,0.164384,0.150685,0.150685,0.054795,0.068493,0.082192,0.068493,0,0.136986,0.20438,NOTSPAM
0.730924,0.730924,0.875,0.075,0.075,0.15,0.15,0.1,0.05,0.15,0,0.025,0,0.212851,NOTSPAM
0.522936,0.642202,0.722222,0.055556,0.055556,0.333333,0.222222,0,0,0.055556,0.111111,0,0.722222,0.256881,NOTSPAM
0.730769,0.785425,0.903614,0.012048,0.204819,0.120482,0.120482,0.072289,0.120482,0.060241,0.048193,0.024096,0.325301,0.190283,NOTSPAM
0.57243,0.705607,0.708861,0.050633,0.177215,0.202532,0.151899,0.075949,0.063291,0.050633,0.037975,0,0.721519,0.238318,NOTSPAM
0.626437,0.689655,0.801653,0.033058,0.157025,0.115702,0.107438,0.07438,0.033058,0.082645,0.008264,0.008264,0.363636,0.241379,NOTSPAM
0.628588,0.63031,0.937716,0.013841,0.069204,0.089965,0.121107,0.072664,0.027682,0.055363,0.020761,0.010381,0.010381,0.267509,NOTSPAM
0.561224,0.683673,0.75,0,0.0625,0.375,0.125,0.0625,0,0.0625,0.125,0,0.75,0.234694,NOTSPAM
0.634241,0.727626,0.755556,0.022222,0.177778,0.111111,0.155556,0.066667,0.088889,0.022222,0.044444,0,0.533333,0.22179,NOTSPAM
0.787129,0.790429,0.941176,0.019608,0.088235,0.117647,0.166667,0.039216,0.088235,0.029412,0.098039,0.04902,0.019608,0.188119,NOTSPAM
0.663399,0.712418,0.779661,0.118644,0.169492,0.135593,0.186441,0.033898,0.067797,0.050847,0.050847,0.016949,0.254237,0.238562,NOTSPAM
0.640303,0.687974,0.846715,0.014599,0.131387,0.051095,0.131387,0.036496,0.072993,0.058394,0.036496,0.021898,0.321168,0.229686,NOTSPAM
0.733207,0.753075,0.915663,0.03012,0.096386,0.084337,0.120482,0.042169,0.072289,0.090361,0.078313,0.018072,0.126506,0.201514,NOTSPAM
0.658933,0.707657,0.857143,0.051948,0.142857,0.181818,0.168831,0.090909,0.064935,0.025974,0.025974,0.038961,0.272727,0.234339,NOTSPAM
0.583728,0.650268,0.803371,0.014981,0.06367,0.050562,0.059925,0.031835,0.044944,0.022472,0.013109,0.003745,0.395131,0.258909,NOTSPAM
0.517197,0.611465,0.767857,0.017857,0.151786,0.169643,0.116071,0.133929,0.071429,0.026786,0.026786,0.026786,0.660714,0.264968,NOTSPAM
0.691882,0.752768,0.825243,0.048544,0.087379,0.116505,0.126214,0.106796,0.048544,0.048544,0.019417,0.038835,0.320388,0.217712,NOTSPAM
0.708333,0.733333,0.857143,0.047619,0.095238,0.238095,0.190476,0,0.095238,0.095238,0,0,0.142857,0.216667,NOTSPAM
0.556701,0.680412,0.75,0,0.0625,0.375,0.125,0.0625,0,0.125,0.0625,0,0.75,0.237113,NOTSPAM
0.703125,0.765625,0.8,0.1,0.1,0.2,0.1,0,0,0.3,0.1,0,0.4,0.1875,NOTSPAM
0.716253,0.77135,0.882353,0.014706,0.176471,0.176471,0.132353,0.073529,0.088235,0.014706,0.029412,0.073529,0.294118,0.206612,NOTSPAM
0.224824,0.602342,0.238636,0.029545,0.075,0.043182,0.040909,0.015909,0.020455,0.011364,0.009091,0.002273,1.831818,0.301639,NOTSPAM
0.518127,0.60574,0.734118,0.028235,0.082353,0.063529,0.051765,0.035294,0.028235,0.018824,0.021176,0.007059,0.545882,0.27719,NOTSPAM
0.520107,0.613941,0.747748,0.036036,0.153153,0.135135,0.144144,0.036036,0.054054,0.045045,0.036036,0.036036,0.630631,0.266756,NOTSPAM
0.709459,0.725225,0.910112,0.033708,0.146067,0.134831,0.258427,0.101124,0.05618,0.022472,0.022472,0,0.078652,0.236486,NOTSPAM
0.703704,0.705101,0.917603,0.022472,0.071161,0.142322,0.164794,0.074906,0.033708,0.052434,0.037453,0.007491,0.007491,0.240391,NOTSPAM
0.552201,0.644025,0.780702,0.008772,0.122807,0.114035,0.087719,0.052632,0.052632,0.026316,0.026316,0.026316,0.640351,0.249057,NOTSPAM
0.572447,0.610451,0.870056,0.011299,0.101695,0.062147,0.090395,0.039548,0.050847,0.033898,0.022599,0.028249,0.271186,0.26445,NOTSPAM
0.690265,0.725664,0.902439,0,0.195122,0.195122,0.097561,0.04878,0.073171,0.121951,0,0.02439,0.195122,0.225664,NOTSPAM
0.713948,0.76911,0.863208,0.009434,0.080189,0.108491,0.132075,0.070755,0.028302,0.084906,0.075472,0.037736,0.330189,0.198582,NOTSPAM
0.589857,0.693495,0.757576,0.030303,0.151515,0.121212,0.078788,0.030303,0.066667,0.042424,0.018182,0.012121,0.569697,0.24366,NOTSPAM
0.641124,0.659642,0.908333,0.020833,0.0875,0.066667,0.070833,0.058333,0.066667,0.041667,0.0375,0.033333,0.120833,0.246488,NOTSPAM
0.740061,0.755352,0.874317,0.04918,0.103825,0.087432,0.125683,0.043716,0.04918,0.071038,0.027322,0.038251,0.081967,0.215087,NOTSPAM
